60;9123
1872;4178
164;84
6509;7133
3131;731
40;4402
4826;2251
8605;8367
3401;2787
5729;8210
468;470
772;147
431;5440
2257;2013
2212;2385
8751;7540
8459;5987
8254;5131
9065;5359
8823;9095
6986;2091
1610;985
5050;5708
188;2531
2541;2944
5384;381
344;1047
1177;4458
6;711
3186;3230
3917;336
1268;19
3477;3251
306;4953
3562;3093
4029;8990
4442;3761
123;630
6734;6767
4406;3199
1606;1758
893;91
367;8516
3771;2523
6375;292
3287;1822
1694;1334
1720;1254
8136;5940
1506;2169
996;5400
3176;3796
2202;674
7541;6604
5028;25
5685;6168
3548;9329
3497;4107
452;451
7518;7675
2220;7247
7501;2515
3797;4659
3133;3133
4539;4070
4726;4692
18;323
9966;9664
5827;2542
6075;1840
148;695
6052;1751
5846;9436
454;79
8932;8971
6393;5148
3785;3780
4397;2169
7738;7695
236;22
3959;638
472;1878
1487;237
5002;20
308;7706
7813;6095
3548;3509
2064;7413
480;6292
2170;2249
1374;6603
5628;5684
5682;7205
9782;4822
5013;7845
4690;9064
1300;440
3;2
2579;80
158;320
1033;1027
442;2583
8132;5808
6545;3869
4589;2753
3622;3660
1356;5106
2187;9746
3517;8216
9474;2679
7824;2814
4039;4024
959;8226
2739;249
2119;2119
7503;2502
755;519
2878;6092
2920;3194
5899;5636
4245;9328
1081;703
5991;5351
6954;4963
3128;7742
8001;8939
2377;2171
6295;6279
1094;948
8900;1712
9376;4846
352;430
7813;7999
3437;8596
942;992
7884;7848
1417;6281
6762;6328
5187;31
8479;1895
8753;7579
8214;7901
1912;9044
3209;3463
5791;6299
8624;3372
569;179
2854;2818
1893;1339
685;1917
2028;1315
786;172
8203;4771
88;1350
4397;4864
5709;5709
5168;5002
7741;2710
3995;8995
7624;7645
8297;8254
1408;177
9176;713
1070;1246
664;5626
3129;2524
3151;3580
3628;8705
6585;7213
3947;6530
5488;5254
8093;4343
2818;26
3815;3756
3958;474
5234;1733
6103;1963
31;1948
5358;5665
3946;3761
1272;3943
9317;7522
28;7916
987;4843
5118;8030
2625;3245
345;7614
3167;6112
669;257
5750;1446
2610;949
1253;1590
9498;8688
1643;1252
4370;4551
7668;3916
8464;8504
1556;1612
3751;3476
5179;187
6549;9440
3341;2677
2149;1524
6350;1757
284;1526
8851;9391
3267;2637
3204;3204
6796;1796
3131;3292
4752;9708
1172;7267
123;114
1045;9958
6148;504
3206;7591
5156;158
156;8975
2112;179
900;742
803;781
7677;2565
1890;7712
7570;1427
5254;6445
322;8516
5021;21
5471;1734
1250;5775
4707;7990
6441;9243
3728;4702
2674;7536
5719;6657
2500;5020
23;8245
495;1152
333;2902
6642;1572
152;5147
9069;2507
22;22
161;5
9074;8138
7525;8775
8795;9426
5183;262
1278;22
5011;6645
1037;1080
6691;6685
5666;22
3502;3621
3126;7632
6975;5743
286;2904
2969;5274
942;8520
23;3773
3802;2211
1212;1193
2191;4744
2754;2932
2857;324
9228;8985
1960;5131
8783;3781
3175;1310
2755;3908
2112;2529
1723;6778
8090;3014
4134;8553
1211;3112
8191;2659
8619;5572
9778;9378
6316;60
4461;4493
176;6739
5085;234
8477;9756
3678;876
218;295
31;3780
6965;6458
6579;2503
5460;5779
651;645
899;5707
6057;5665
166;9334
2005;754
3876;1602
2531;343
8127;8130
2702;2113
5763;1016
1684;4512
8867;6408
5495;181
1506;5626
3265;63
5864;5864
1522;1619
216;40
9614;6484
1589;4
5475;288
9479;8838
5049;5122
9615;5471
547;2071
8460;8460
6438;6443
1550;88
1143;6144
5385;311
1321;7105
8216;8986
5277;17
263;176
1150;6096
3497;3644
2442;4851
23;3172
6648;3869
8601;9726
55;175
4099;1266
4240;6593
3967;2654
3494;5678
3460;3464
6263;7501
249;6341
8053;3107
7972;442
1535;1514
6299;5353
4396;8731
1777;802
3362;6135
3023;7588
2917;3698
6322;5041
1407;3829
1919;8761
2197;9741
427;1675
9508;5999
636;8161
3323;8399
2364;2130
5020;5011
944;9883
861;318
9512;1280
6789;4355
421;1016
1572;13
2085;8135
4828;7278
5979;5356
1329;8909
607;5119
5813;7068
6210;9458
6137;606
5323;5264
2945;7789
5013;657
6418;246
2539;4721
6570;8798
123;2746
9166;7536
7580;7839
2012;3125
3087;1171
7682;5198
5788;662
2209;1566
942;2202
4730;315
195;156
2991;2815
7941;5374
2734;98
2656;2560
1604;335
509;6855
8236;7659
3919;3440
7545;7522
802;5391
1013;1065
469;201
157;187
3478;3487
5320;5169
4168;1278
4025;118
2938;3684
2993;2724
5320;6
76;3234
3165;212
8106;9356
101;178
353;2679
5326;7815
3234;3545
4678;7988
7812;378
479;4092
1878;4453
2361;1422
3514;3489
16;37
1085;1204
3803;3768
1261;1875
7111;3758
3205;9179
6369;7171
2864;3679
7570;9486
342;431
8173;8129
8932;7769
877;6335
5686;3341
1125;531
5006;8130
7304;8205
1027;1193
3238;660
4704;1608
3025;8924
8913;7548
8782;9524
6255;5030
2501;2559
5626;5498
1271;4592
5005;5167
829;3182
1294;6470
1428;4631
7520;2643
794;838
8153;7701
2501;2968
4293;4761
6308;5682
3362;3367
5977;7854
4514;3810
2858;3575
93;743
7605;8986
2038;3210
6340;8517
723;856
9879;3687
1482;6257
8710;9534
16;522
4406;9388
5362;5004
178;2890
317;2506
5158;1896
8439;3518
1878;882
2521;2647
3929;3912
2190;6448
3768;6289
97;95
5002;646
5205;7619
91;1341
41;49
2136;1199
3858;2502
1085;2335
3973;3870
7892;2745
1290;3971
1427;255
5749;669
3751;2591
3142;2971
3017;7980
871;3291
7009;2510
357;159
3021;1133
8247;3993
5210;5163
898;3248
9358;5617
2890;2839
65;36
1335;1332
559;404
8234;8643
2542;3245
7667;5096
79;3
4698;2422
730;3304
5996;8478
3515;4932
7637;7330
2043;2064
7574;8486
1530;4844
4435;6950
4278;3379
9202;5717
710;5236
6411;1930
6949;1364
3938;9175
2034;2112
6442;5025
4562;9562
1721;823
1104;1126
3;3792
6730;5321
7375;5255
3204;5704
665;1339
26;5650
5026;398
3781;4711
3;5312
23;5022
147;59
8031;5499
1340;1301
3106;2794
4388;5765
3507;3655
439;444
1309;5070
3447;3439
3447;3596
2032;781
266;2741
368;66
6111;5167
4329;4083
3141;557
217;5317
6956;8604
3356;3972
5814;891
8574;5371
2749;8313
1255;143
3415;3492
904;295
7016;647
6891;3140
6900;7017
8156;8312
1474;6298
997;960
9066;8878
1265;1325
4150;4196
1759;199
1623;1077
5317;7896
9422;7076
4393;4227
2430;6141
7228;6877
7674;2547
2701;4353
66;2502
6416;1289
7546;5760
2521;1738
2634;730
6408;5158
1383;1305
2521;2516
1878;1252
313;527
5308;2800
433;2942
4512;4785
5171;5171
2232;6021
5139;6393
4419;4498
763;1390
8395;9055
872;2162
1387;7549
4007;1115
1426;493
333;1915
1742;6741
6632;6517
5812;5986
7533;9542
7656;7774
6177;8714
9504;5463
2182;4670
2154;1022
893;5085
6;1784
2773;6031
8825;5846
9127;2872
6565;21
4569;3290
1102;1846
2271;386
1296;5066
1652;1652
4505;2023
5216;130
1622;1896
6801;5552
79;519
2471;6173
963;567
7891;586
4083;2594
1326;2879
9619;1349
8410;50
198;2525
5471;4249
5884;3250
7527;1428
891;1037
1760;1759
1424;6423
3116;9955
8130;3284
174;33
390;1261
798;1111
98;6360
9976;9775
9746;8499
3763;3787
2695;5206
4742;2575
284;1290
240;797
6482;6477
4009;2056
1295;685
4832;4832
9928;7359
5956;8795
6507;1390
6259;6414
475;1099
6612;9139
2337;7854
7246;5657
2005;1808
5296;5155
5159;6414
925;5128
970;3226
3116;499
5417;5494
4941;6739
659;3475
1881;2716
367;544
6329;6329
3161;7857
9534;6165
850;109
2930;3341
3090;551
7233;1563
669;124
9244;8932
3406;9448
313;1885
178;802
181;7339
3848;2505
8054;7916
2974;2744
240;181
633;3126
5943;8599
2;939
786;1489
664;524
2573;7805
7878;6705
17;6252
5397;6571
7080;4888
5987;2394
6211;5215
9069;6731
859;886
1523;1543
1301;2327
5211;3336
3029;314
6314;9415
145;5026
1317;6374
7970;947
1319;59
3136;3482
2288;726
5706;6954
8301;2989
0;2814
5442;5091
6442;5181
3936;4062
1973;1876
6283;3768
1317;5032
875;633
1768;498
1125;3001
343;2997
7561;5140
1111;5485
2037;2418
321;5319
5035;25
3752;10
5549;5261
3013;1766
7702;8540
372;2852
4812;9393
6597;9697
2932;9804
3625;3537
2510;3789
1641;997
1645;6265
3927;4727
104;2811
626;353
2774;4543
5602;9055
9493;472
3343;3281
3828;2813
77;85
2508;7593
6999;1081
5048;2307
2688;832
5090;1698
2028;6930
3142;7512
5782;5867
3167;7697
1137;840
2502;2819
7944;7931
655;35
2560;2716
2688;9396
2540;5687
4551;655
7551;3905
6220;2707
5635;833
2068;1584
2835;4078
3191;61
7282;2439
7529;3152
3839;1641
5509;6159
40;1300
8531;9928
3616;471
5546;78
842;1954
163;5200
5872;7806
7442;6746
333;1593
8794;1450
2406;2199
8148;3694
1350;3206
7903;7587
1578;471
9496;6994
8138;5969
4334;9080
285;40
314;3147
4416;1462
3766;2212
8229;26
2042;1671
9538;9931
5542;655
9230;4063
1517;2669
6536;6965
1989;3230
83;6364
5704;7658
7843;7893
3481;1582
5948;6885
5391;5392
3828;80
9579;9185
3848;3867
3311;2692
4441;3815
7619;1993
1812;1559
2150;3288
4419;4386
5623;26
9400;2683
1257;1875
6443;7442
8342;5842
2427;554
1296;54
2177;2391
1426;3911
2096;6783
7504;5082
4084;2586
6421;5655
9104;765
4451;3815
986;3023
733;1378
1973;7032
11;1563
758;5274
394;5009
2473;7467
7;1273
3146;1551
6489;7741
8751;9167
6619;6306
7744;7516
720;640
1320;7686
8480;9075
5547;5117
1416;781
6613;5523
3548;4423
1321;4084
6880;642
8889;138
582;5571
9383;1034
7975;1228
3182;9534
5330;340
1933;1500
988;8455
3494;3639
911;792
2759;5240
323;973
972;2057
6589;6584
3343;1110
5080;950
6578;5870
6055;8492
5803;4591
7895;8710
1641;7657
2277;4796
5606;8107
1898;7064
4809;1690
1330;8205
1348;98
5592;6192
9348;7659
926;299
3090;9340
3395;856
352;2245
3899;1007
928;1951
5559;247
6579;4067
905;7077
3158;9788
1905;1271
1100;1415
6257;7075
2583;8766
3603;4238
3267;5495
2018;6950
3359;3761
1524;195
7803;7766
1350;177
6897;9456
3792;6329
1257;1372
2663;3154
7393;5812
518;543
6925;5065
6409;6722
3850;2679
4400;196
7511;5659
6603;5361
236;2773
700;335
1956;1964
200;1257
7819;5402
1417;173
5544;5427
5931;5081
8316;2687
7835;3328
2664;6463
5;3751
1258;1998
625;2824
1487;1566
2695;9492
4402;8775
7637;490
3693;3068
1769;1439
775;3049
1637;2557
7701;5904
2271;1650
957;312
996;2822
926;934
6890;6831
1512;295
637;6888
5002;689
8612;132
1137;8009
467;5466
1570;6878
5572;6046
1098;1021
420;420
1296;397
79;4454
3399;8712
5362;5040
3788;3788
3606;2667
322;1875
4581;3994
244;5206
4528;3796
8376;9850
1407;4376
1563;10
9416;6296
4034;122
1777;1132
9424;8819
912;8
2728;2562
5640;4411
254;7125
1061;5611
1275;337
7145;7437
2676;4142
111;112
