user;userf;linkweight
999;487;0.728395061728395
999;658;0.7407407407407407
999;428;0.35185185185185186
999;731;0.5277777777777778
999;57;0.48765432098765427
998;448;0.4722222222222222
998;791;0.8765432098765432
998;937;0.4228395061728395
998;299;0.41666666666666674
998;656;0.49382716049382713
998;844;0.4351851851851851
998;476;0.558641975308642
998;397;0.3487654320987654
997;480;0.5246913580246914
997;560;0.5432098765432098
997;864;0.6697530864197532
997;856;0.6697530864197532
997;169;0.3364197530864197
997;922;0.8765432098765432
996;879;0.44444444444444453
996;906;0.6882716049382716
996;293;0.4691358024691358
996;216;0.4907407407407408
996;701;0.8611111111111112
996;287;0.3395061728395061
996;926;0.42901234567901225
996;855;0.6358024691358024
996;480;0.3765432098765432
996;992;0.6141975308641976
996;478;0.654320987654321
996;153;0.691358024691358
996;661;0.5987654320987654
995;329;0.4783950617283952
995;479;0.8271604938271605
995;242;0.6141975308641976
995;982;0.33333333333333326
995;268;0.37037037037037035
995;796;0.6080246913580247
995;828;0.521604938271605
994;992;0.5216049382716048
994;461;0.5246913580246915
994;963;0.49691358024691357
994;943;0.5555555555555556
994;914;0.39814814814814814
994;713;0.441358024691358
994;929;0.3148148148148149
994;758;0.5123456790123456
994;986;0.3672839506172839
994;720;0.47530864197530864
994;641;0.6635802469135802
994;463;0.35185185185185186
994;456;0.49691358024691357
994;539;0.2407407407407408
993;837;0.8765432098765432
993;450;0.3333333333333335
993;962;0.45679012345679015
993;680;0.4783950617283951
993;383;0.2962962962962963
993;931;0.6018518518518519
992;932;0.6049382716049382
992;994;0.5216049382716048
992;851;0.48765432098765427
992;891;0.36111111111111116
992;780;0.5648148148148147
992;867;0.5154320987654322
992;274;0.8765432098765432
992;297;0.42901234567901225
992;820;0.3580246913580246
992;602;0.4783950617283951
992;516;0.5432098765432098
992;336;0.7592592592592593
992;962;0.552469135802469
992;809;0.5277777777777778
992;806;0.3549382716049383
992;188;0.6944444444444444
992;101;0.5154320987654322
992;996;0.6141975308641976
992;986;0.2808641975308642
992;885;0.5740740740740741
992;367;0.4537037037037037
992;530;0.8518518518518519
991;577;0.4228395061728396
991;597;0.3364197530864197
991;338;0.4629629629629629
991;616;0.6419753086419753
991;859;0.5030864197530864
991;163;0.3672839506172839
991;671;0.3950617283950617
991;581;0.3395061728395061
990;335;0.24382716049382713
990;888;0.4506172839506173
990;373;0.5030864197530864
990;481;0.5432098765432098
990;99;0.5030864197530864
990;365;0.6018518518518519
990;980;0.3734567901234568
990;463;0.8580246913580247
990;913;0.4320987654320988
990;534;0.5432098765432098
990;283;0.4104938271604939
990;853;0.5987654320987654
990;956;0.6759259259259259
990;830;0.33950617283950624
990;928;0.16975308641975317
990;897;0.37962962962962965
990;568;0.48456790123456794
990;906;0.44753086419753096
990;109;0.44753086419753096
990;958;0.4506172839506174
990;287;0.4135802469135803
990;369;0.521604938271605
990;41;0.30246913580246915
989;475;0.8641975308641975
989;785;0.44444444444444453
989;925;0.5987654320987654
989;491;0.5462962962962963
989;488;0.75
989;731;0.46604938271604945
989;900;0.6944444444444444
