user;userf;linkweight
999;982;0.8641975308641975
999;749;0.8641975308641975
999;456;0.8641975308641975
999;120;0.8641975308641975
999;98;0.4783950617283952
998;248;0.6203703703703705
998;217;0.5987654320987654
997;161;0.5154320987654321
997;466;0.8765432098765432
997;983;0.8765432098765432
997;472;0.5339506172839508
996;840;0.4814814814814815
996;494;0.4814814814814815
996;211;0.43518518518518523
996;934;0.6018518518518519
996;598;0.39814814814814814
996;483;0.8888888888888888
995;665;0.5339506172839508
995;306;0.5648148148148149
995;683;0.8765432098765432
995;139;0.8765432098765432
994;217;0.5617283950617284
994;869;0.691358024691358
994;745;0.8765432098765432
994;901;0.8765432098765432
994;89;0.5925925925925926
994;994;0.8765432098765432
994;57;0.5246913580246914
993;986;0.4999999999999999
993;767;0.49691358024691346
993;177;0.35185185185185186
993;730;0.8024691358024691
993;696;0.3950617283950618
993;477;0.8703703703703703
993;964;0.4598765432098765
992;484;0.8734567901234568
992;899;0.49382716049382713
992;777;0.5277777777777778
992;939;0.5308641975308641
991;380;0.4691358024691358
991;724;0.8734567901234568
991;332;0.4043209876543209
991;750;0.5401234567901234
991;287;0.4043209876543209
990;597;0.8641975308641975
990;830;0.8641975308641975
990;371;0.7407407407407407
990;545;0.3950617283950618
990;523;0.4814814814814815
989;977;0.8734567901234568
989;708;0.8734567901234568
989;235;0.8734567901234568
989;95;0.5123456790123456
988;850;0.6882716049382716
988;230;0.2993827160493826
988;801;0.42592592592592593
988;751;0.5771604938271605
988;488;0.43827160493827166
988;880;0.5617283950617284
988;422;0.8765432098765432
987;704;0.48456790123456783
987;97;0.5401234567901235
987;427;0.8765432098765432
987;299;0.5617283950617284
986;678;0.5462962962962963
986;993;0.4999999999999999
986;891;0.8148148148148148
986;409;0.5092592592592593
986;447;0.5833333333333333
986;533;0.8703703703703703
986;720;0.41666666666666674
985;845;0.5462962962962963
985;843;0.5771604938271605
985;282;0.5401234567901234
985;929;0.5462962962962963
985;32;0.5462962962962963
985;984;0.8765432098765432
985;705;0.808641975308642
985;493;0.40740740740740744
984;459;0.5833333333333334
984;976;0.5092592592592593
984;230;0.30246913580246926
984;465;0.6234567901234567
984;423;0.6666666666666667
984;867;0.632716049382716
984;192;0.37962962962962965
984;617;0.4907407407407407
984;797;0.7623456790123457
984;798;0.7314814814814815
984;468;0.5679012345679012
984;985;0.8765432098765432
984;391;0.5061728395061729
983;997;0.8765432098765432
983;378;0.5277777777777778
982;999;0.8641975308641975
982;14;0.3734567901234568
982;971;0.4444444444444444
982;289;0.6234567901234567
981;934;0.4722222222222223
981;75;0.41666666666666663
981;497;0.37962962962962965
980;840;0.8888888888888888
980;972;0.34259259259259267
980;820;0.42592592592592604
980;791;0.7037037037037037
980;809;0.4814814814814814
980;980;0.8888888888888888
980;856;0.33333333333333337
980;741;0.42592592592592604
979;159;0.8888888888888888
979;102;0.5185185185185186
978;851;0.8641975308641975
978;10;0.37962962962962954
978;524;0.3580246913580247
978;351;0.43518518518518523
978;970;0.5925925925925926
977;284;0.41666666666666663
977;989;0.8734567901234568
977;852;0.5185185185185184
977;229;0.5123456790123456
976;438;0.382716049382716
976;984;0.5092592592592593
976;617;0.638888888888889
976;353;0.6450617283950617
976;192;0.4537037037037037
976;117;0.46604938271604945
976;605;0.521604938271605
976;187;0.4506172839506174
976;535;0.5061728395061729
976;913;0.5617283950617284
976;883;0.6604938271604939
976;383;0.44753086419753096
976;283;0.4691358024691358
976;132;0.46604938271604945
975;339;0.8888888888888888
975;366;0.5740740740740741
974;205;0.5833333333333334
974;537;0.4629629629629629
974;96;0.4629629629629629
974;74;0.35185185185185197
974;236;0.43518518518518523
974;955;0.40740740740740733
973;677;0.8641975308641975
973;505;0.367283950617284
973;755;0.5925925925925926
973;693;0.36111111111111116
973;489;0.44444444444444453
973;942;0.8641975308641975
973;726;0.41666666666666663
973;970;0.5000000000000001
972;980;0.34259259259259267
972;847;0.6944444444444444
972;537;0.5555555555555555
972;168;0.42592592592592593
972;968;0.5771604938271604
972;906;0.3858024691358025
972;756;0.5648148148148148
972;936;0.34259259259259267
972;786;0.22530864197530864
972;820;0.6018518518518519
972;500;0.4444444444444443
972;484;0.5401234567901234
972;675;0.5092592592592593
971;955;0.611111111111111
971;710;0.6728395061728395
971;319;0.6728395061728395
971;845;0.42592592592592604
971;829;0.37037037037037046
971;982;0.4444444444444444
971;383;0.617283950617284
970;912;0.8888888888888888
970;450;1.0
970;540;0.5092592592592593
970;93;0.32407407407407396
970;753;0.5462962962962963
970;978;0.5925925925925926
970;969;0.8888888888888888
970;908;0.4907407407407408
970;831;0.7314814814814815
970;428;0.8888888888888888
970;578;0.6481481481481481
970;973;0.5000000000000001
970;465;0.5462962962962963
969;446;0.5555555555555556
969;418;0.2592592592592594
969;876;0.31481481481481477
969;848;0.8888888888888888
969;17;0.44444444444444453
969;626;0.537037037037037
969;786;0.32407407407407396
969;444;0.7685185185185185
969;907;0.7407407407407407
969;970;0.8888888888888888
969;844;0.75
969;416;0.6574074074074074
969;473;0.8796296296296297
969;923;0.7685185185185185
968;469;0.5123456790123456
968;263;0.6820987654320987
968;660;0.4135802469135803
968;718;0.3456790123456791
968;848;0.41666666666666663
968;845;0.44444444444444453
968;471;0.43827160493827155
968;958;0.41666666666666663
968;542;0.4104938271604939
968;70;0.5308641975308641
968;511;0.6296296296296295
968;195;0.5648148148148149
968;972;0.5771604938271604
968;220;0.46604938271604945
968;476;0.5771604938271604
968;422;0.43827160493827155
968;847;0.6574074074074074
968;835;0.41666666666666663
967;697;0.4814814814814814
967;589;0.38888888888888884
967;432;0.5462962962962963
967;936;0.8888888888888888
966;962;0.6697530864197531
966;146;0.537037037037037
966;718;0.7592592592592593
966;395;0.5216049382716048
966;654;0.8919753086419753
965;875;0.558641975308642
965;514;0.5802469135802469
965;385;0.4506172839506174
965;961;0.3333333333333335
965;706;0.5246913580246914
965;824;0.4043209876543209
965;895;0.6327160493827161
965;743;0.5432098765432098
965;780;0.5740740740740741
965;20;0.5524691358024691
965;774;0.6327160493827161
965;324;0.6141975308641976
964;902;0.8641975308641975
964;188;0.32407407407407407
964;916;0.2685185185185185
964;993;0.4598765432098765
963;950;0.5277777777777778
963;945;0.4783950617283951
963;823;0.3271604938271605
963;634;0.8364197530864197
963;807;0.5524691358024691
963;836;0.632716049382716
963;651;0.8734567901234568
963;886;0.8549382716049383
962;705;0.654320987654321
962;950;0.7469135802469136
962;966;0.6697530864197531
962;21;0.44753086419753096
962;915;0.8580246913580247
962;586;0.28086419753086433
962;777;0.42901234567901236
961;251;0.2592592592592592
961;941;0.3333333333333335
961;961;0.8888888888888888
961;526;0.37037037037037035
961;965;0.3333333333333335
961;949;0.40740740740740744
961;492;0.33333333333333337
961;818;0.5092592592592593
961;279;0.8888888888888888
961;539;0.35185185185185186
960;523;0.8888888888888888
960;942;0.6481481481481481
